quiz,item,type,carry_forward,objectives,stem,options,answer,rationale,source
final-readiness-set,29,yes-no,no,2.4.1 2.4.2,"(For each statement, answer yes or no.)","i. Microsoft Entra ID is the cloud-based identity and access management service, and Microsoft Entra Connect synchronizes identities from on-premises Active Directory. | ii. Microsoft Entra Domain Services requires you to deploy and patch your own domain controllers in Azure. | iii. Single sign-on lets one identity access multiple applications, and its security depends on the strength of the initial authentication. | iv. Windows Hello for Business, the Microsoft Authenticator app, and FIDO2 security keys are passwordless options.","i–yes, ii–no, iii–yes, iv–yes","Entra Domain Services is a managed domain — Azure deploys and maintains the domain controllers, so ii is false. Score per statement.",https://learn.microsoft.com/en-us/training/modules/describe-azure-identity-access-security/2-directory-services
final-readiness-set,30,yes-no,no,2.4.3 2.4.4 2.4.5 2.4.6 2.4.7 2.4.8,"(For each statement, answer yes or no.) ### Domain 3 — Describe Azure management and governance (Q31–Q45)","i. B2B collaboration represents external users in your directory, typically as guests. | ii. Conditional Access can require multifactor authentication only for sign-ins from unexpected locations, while allowing known locations without a second factor. | iii. Azure RBAC permissions assigned at a management group are inherited by subscriptions, resource groups, and resources beneath it. | iv. Zero Trust assumes the internal network is inherently trustworthy. | v. In defense in depth, the data layer is at the center and every other layer exists to protect it. | vi. Microsoft Defender for Cloud calculates a secure score and can extend protection to AWS and GCP resources.","i–yes, ii–yes, iii–yes, iv–no, v–yes, vi–yes",Only iv is false: Zero Trust assumes breach and does not treat the internal network as inherently trustworthy. Score per statement.,https://learn.microsoft.com/en-us/training/modules/describe-azure-identity-access-security/4-external-identities
final-readiness-set,31,multi-select,no,3.1.1,Which factors increase what a deployed workload costs in Azure? (Select all that apply.),A. Choosing a region with higher local power and labor costs | B. Leaving disks and public IP addresses in place after deleting their virtual machine | C. Applying more tags to the resources | D. Transferring data out of Azure datacenters across billing zones | E. Purchasing a third-party solution through Azure Marketplace,"A, B, D, E","Geography, orphaned resources left behind by deprovisioning, outbound data transfer priced by billing zone, and Marketplace third-party charges are all cost factors. Tag count is not.",https://learn.microsoft.com/en-us/training/modules/describe-cost-management-azure/2-describe-factors-affect-costs-azure
final-readiness-set,32,single,no,3.1.2,"A team must produce a cost estimate for a proposed design, comparing two regions, before anything is deployed. Which tool fits, and what is its key limitation?",A. Cost analysis; it only shows spend that has already occurred | B. The pricing calculator; it produces estimates only and provisions nothing | C. Azure Advisor; it only reviews resources that already exist | D. Azure Monitor; it reports telemetry rather than cost,B,The pricing calculator estimates before deployment and supports comparing regions; its limitation is that prices are estimates and nothing is provisioned or charged.,https://learn.microsoft.com/en-us/training/modules/describe-cost-management-azure/3-compare-pricing-total-cost-of-ownership-calculators
final-readiness-set,33,single,no,3.1.3,"Which capability shows accumulated Azure costs over time, broken down by subscription, resource group, or service, to identify spending trends?",A. The pricing calculator | B. Microsoft Cost Management cost analysis | C. Azure Service Health | D. Resource locks,B,"Cost analysis shows accumulated costs over time and aggregates by subscription, resource group, or service to reveal trends.",https://learn.microsoft.com/en-us/training/modules/describe-cost-management-azure/6-describe-azure-tool
final-readiness-set,34,single,no,3.1.4,"An organization needs monthly spend reported by internal cost center and by environment, and wants the required metadata to be reapplied automatically if someone removes it. What combination achieves this?",A. Resource locks plus RBAC | B. Tags plus Azure Policy enforcement | C. Management groups plus budgets | D. Purview plus Advisor,B,"Tags supply the cost-center and environment metadata; Azure Policy can require tags on new resources and reapply removed ones. Tags are not inherited, so enforcement matters.",https://learn.microsoft.com/en-us/training/modules/describe-cost-management-azure/7-describe-purpose-of-tags
final-readiness-set,35,single,no,3.2.1,Which requirement is Microsoft Purview designed to address?,"A. Restricting which regions resources may be deployed to | B. Discovering and classifying sensitive data across on-premises, multicloud, and SaaS data, with end-to-end lineage | C. Detecting brute-force attacks against virtual machines | D. Estimating the monthly cost of a proposed architecture",B,"Purview's unified data governance covers automated discovery, sensitive data classification, and end-to-end lineage across on-premises, multicloud, and SaaS data.",https://learn.microsoft.com/en-us/training/modules/describe-features-tools-azure-for-governance-compliance/2-describe-purpose-microsoft-purview
final-readiness-set,36,multi-select,no,3.2.2,Which statements about Azure Policy are correct? (Select all that apply.),A. It can prevent noncompliant resources from being created | B. It evaluates resources that existed before the policy was assigned | C. It groups related policy definitions into initiatives | D. It determines which users may perform actions on a resource | E. It can remediate some noncompliant configurations automatically,"A, B, C, E","Policy blocks noncompliant creation, evaluates pre-existing resources, groups definitions into initiatives, and can remediate some configurations. D is RBAC's job.",https://learn.microsoft.com/en-us/training/modules/describe-features-tools-azure-for-governance-compliance/3-describe-purpose-azure-policy
final-readiness-set,37,single,no,3.2.3,"A production resource group must be protected so that nobody — including subscription owners — can delete it accidentally, while engineers can still update the resources inside. What is applied, and what is the consequence for an owner who needs to delete it later?","A. A ReadOnly lock; the owner can delete after re-authenticating | B. A Delete lock; the owner must remove the lock first, because locks apply regardless of RBAC | C. An Azure Policy deny assignment; the owner must request an exception | D. The Reader role for all users; the owner is unaffected",B,"A Delete lock blocks deletion while allowing reads and updates, and it applies regardless of RBAC — even an Owner must remove the lock first.",https://learn.microsoft.com/en-us/training/modules/describe-features-tools-azure-for-governance-compliance/4-describe-purpose-resource-locks
final-readiness-set,38,single,no,3.3.1 3.3.2,Which statement about the ways to interact with Azure is correct?,"A. The Azure CLI and Azure PowerShell differ in capability, with the CLI limited to read operations | B. Azure Cloud Shell is browser-based, already authenticated to your credentials, and supports both Azure PowerShell and the Azure CLI | C. The Azure portal requires local installation on Windows | D. Only the portal communicates with Azure Resource Manager",B,"Cloud Shell is browser-based, inherits your credentials and permissions, and supports both Azure PowerShell and the Azure CLI. The CLI and PowerShell are functionally equivalent; the portal is web-based.",https://learn.microsoft.com/en-us/training/modules/describe-features-tools-manage-deploy-azure-resources/2-describe-interacting-azure
final-readiness-set,39,single,no,3.3.3,"An enterprise runs servers in its own datacenter and Kubernetes clusters in another public cloud, and wants to apply Azure Policy and inventory tracking to all of it from Azure. Which service enables this?",A. Azure Migrate | B. Azure Arc | C. Azure Virtual Desktop | D. Azure Data Box,B,"Azure Arc projects non-Azure servers, Kubernetes clusters, and data services into Azure Resource Manager so Azure governance and management apply consistently.",https://learn.microsoft.com/en-us/training/modules/describe-features-tools-manage-deploy-azure-resources/3-describe-purpose-of-azure-arc
final-readiness-set,40,single,no,3.3.4,Which statement best describes infrastructure as code?,"A. Storing infrastructure diagrams alongside application source code | B. Defining and provisioning infrastructure through code and templates instead of manual configuration, so deployments are repeatable and reviewable | C. Writing application code that scales automatically | D. Running scripted health checks against production resources",B,"Infrastructure as code means managing and provisioning infrastructure through code and templates instead of manual configuration, which is what makes deployments repeatable.",https://learn.microsoft.com/en-us/training/modules/describe-features-tools-manage-deploy-azure-resources/4-describe-azure-resource-manager-azure-arm-templates
final-readiness-set,41,multi-select,no,3.3.5,Which statements about Azure Resource Manager and ARM templates are correct? (Select all that apply.),"A. Every request from the portal, CLI, PowerShell, SDKs, and APIs passes through Resource Manager | B. Resource Manager authenticates and authorizes requests before passing them to the target service | C. ARM templates use declarative JSON to describe the desired resources | D. ARM templates require you to specify the deployment order of every resource manually | E. The same template can be redeployed to produce a consistent result","A, B, C, E","All requests pass through Resource Manager, which authenticates and authorizes them; templates are declarative JSON and are repeatable. D is false — Resource Manager orchestrates dependency order for you.",https://learn.microsoft.com/en-us/training/modules/describe-features-tools-manage-deploy-azure-resources/4-describe-azure-resource-manager-azure-arm-templates
final-readiness-set,42,single,no,3.4.1,"A team wants a prioritized list of suggested improvements to its existing Azure environment across reliability, security, performance, operational excellence, and cost. Which service provides this?",A. Azure Advisor | B. Azure Service Health | C. Azure Monitor | D. Microsoft Purview,A,"Advisor recommends improvements across exactly those five categories: Reliability, Security, Performance, Operational Excellence, and Cost.",https://learn.microsoft.com/en-us/training/modules/describe-monitoring-tools-azure/2-describe-purpose-of-azure-advisor
final-readiness-set,43,single,no,3.4.2,An engineer needs to know whether a specific virtual machine's current problem originates with Azure or with their own configuration. Which view answers that?,A. Azure Status | B. Service Health | C. Resource Health | D. Azure Advisor,C,Resource Health reports on an individual resource and whether the issue is Azure's or yours. Azure Status is global; Service Health covers the services you use.,https://learn.microsoft.com/en-us/training/modules/describe-monitoring-tools-azure/3-describe-azure-service-health
final-readiness-set,44,matching,no,3.4.3,"(Match each need to the Azure Monitor capability: Log Analytics, Azure Monitor alerts, Application Insights.)","i. Notify an on-call group when a metric threshold is breached | ii. Query collected log data to investigate a pattern of errors | iii. Monitor a web application's response times, failure rates, and dependency calls, with availability tests","i–Azure Monitor alerts, ii–Log Analytics, iii–Application Insights","Alerts notify through action groups; Log Analytics is where queries run; Application Insights monitors application performance, usage, dependencies, and availability. Score per pair.",https://learn.microsoft.com/en-us/training/modules/describe-monitoring-tools-azure/4-describe-azure-monitor
final-readiness-set,45,single,no,3.1.3 3.4.1,"A team is told their Azure bill is too high. They want both a report of where the money actually went last month and a list of Azure-generated recommendations for reducing spend. Which two tools should they use, in order?","A. The pricing calculator, then Azure Monitor | B. Microsoft Cost Management cost analysis, then Azure Advisor | C. Azure Advisor, then resource locks | D. Azure Service Health, then Microsoft Purview",B,Cost analysis reports where the money went; Advisor's Cost category generates recommendations for reducing spend. The pricing calculator estimates future designs and cannot report actual spend.,https://learn.microsoft.com/en-us/training/modules/describe-cost-management-azure/6-describe-azure-tool
session-01-quiz,1,single,no,1.1.1,Which statement best describes cloud computing?,"A. Running virtualization software on servers your organization owns | B. Delivering computing services such as compute, storage, and networking over the internet | C. Backing up on-premises data to a second building | D. Buying servers in bulk to lower the cost per unit",B,"Cloud computing is the delivery of computing services over the internet. A describes on-premises virtualization, and C describes offsite backup — neither involves renting a provider's services.",https://learn.microsoft.com/en-us/training/modules/describe-cloud-compute/3-what-cloud-compute
session-01-quiz,2,multi-select,no,1.1.2,"Under the shared responsibility model, which items remain your responsibility no matter which cloud service type you use? (Select all that apply.)",A. The data and information you store in the cloud | B. The physical hosts running your workloads | C. The accounts and identities in your environment | D. The physical network in the datacenter | E. The devices allowed to connect to your cloud resources,"A, C, E","Data, identities and accounts, and connecting devices stay with the customer in every service type. B and D are always the provider's.",https://learn.microsoft.com/en-us/training/modules/describe-cloud-compute/4-describe-shared-responsibility-model
session-01-quiz,3,single,no,1.1.2,Which three items are always the cloud provider's responsibility?,"A. Operating systems, applications, and network controls | B. The physical datacenter, the physical network, and the physical hosts | C. Identity and access, data, and devices | D. Middleware, runtime, and application code",B,"The provider always owns the physical datacenter, physical network, and physical hosts. A and D vary by service type; C is always the customer's.",https://learn.microsoft.com/en-us/training/modules/describe-cloud-compute/4-describe-shared-responsibility-model
session-01-quiz,4,single,no,1.1.2,You deploy a virtual machine in Azure and install a database on it yourself. Who is responsible for applying database patches?,"A. Microsoft, because the VM runs in Microsoft's datacenter | B. You, because you installed and manage the software on the VM | C. Neither party; database patching is automatic in Azure | D. Microsoft for security patches, you for feature updates",B,"Software you install on an IaaS VM is yours to patch and maintain. The provider's responsibility stops at the physical infrastructure and connectivity. Contrast with a managed database service, where the provider maintains the engine.",https://learn.microsoft.com/en-us/training/modules/describe-cloud-compute/4-describe-shared-responsibility-model
session-01-quiz,5,single,no,1.1.2,Which cloud service type places the most responsibility on the customer?,A. SaaS | B. PaaS | C. IaaS | D. All three place equal responsibility on the customer,C,IaaS leaves the customer responsible for the operating system and everything above it. SaaS is the opposite end; PaaS sits between the two.,https://learn.microsoft.com/en-us/training/modules/describe-cloud-compute/4-describe-shared-responsibility-model
session-01-quiz,6,single,no,1.1.3,"An organization runs a cloud environment used only by itself, hosted in its own datacenter. Which cloud model is this?",A. Public cloud | B. Private cloud | C. Hybrid cloud | D. Multicloud,B,"A private cloud serves a single organization and may be hosted on-site, in a dedicated offsite datacenter, or by a third party. Hosting location alone does not make it hybrid.",https://learn.microsoft.com/en-us/training/modules/describe-cloud-compute/5-define-cloud-models
session-01-quiz,7,single,no,1.1.3,What most clearly distinguishes a public cloud from a private cloud?,A. A public cloud is always cheaper | B. A public cloud is available to anyone who wants to purchase the services | C. A public cloud cannot be used for regulated workloads | D. A public cloud has no service-level guarantees,B,"General availability to any purchaser is the defining difference. Cost, compliance suitability, and SLAs vary and are not the distinguishing characteristic.",https://learn.microsoft.com/en-us/training/modules/describe-cloud-compute/5-define-cloud-models
session-01-quiz,8,single,no,1.1.4,A retailer keeps its customer database on its own private cloud infrastructure but wants to add public cloud capacity during a seasonal sales spike. Which cloud model does this describe?,A. Public cloud | B. Private cloud | C. Hybrid cloud | D. Sovereign cloud,C,"Hybrid interconnects private and public cloud, which is what lets a private environment surge into public capacity for temporary demand.",https://learn.microsoft.com/en-us/training/modules/describe-cloud-compute/5-define-cloud-models
session-01-quiz,9,single,no,1.1.3,An organization uses services from two different public cloud providers and manages resources and security in both. What is this arrangement called?,A. Hybrid cloud | B. Multicloud | C. Private cloud | D. Community cloud,B,"Multicloud means using two or more public cloud providers. Hybrid is public plus private, which is not what is described.",https://learn.microsoft.com/en-us/training/modules/describe-cloud-compute/5-define-cloud-models
session-01-quiz,10,single,no,1.1.4,"A startup has no existing hardware, expects unpredictable growth, and wants to avoid buying servers. Which cloud model is the most appropriate starting point, and why?","A. Private cloud, because it gives complete control over resources and security | B. Public cloud, because it requires no capital expenditure to scale up | C. Hybrid cloud, because it provides the most flexibility | D. Private cloud, because data is not collocated with other tenants' data",B,No capital expenditure to scale up is a listed public cloud advantage and matches a startup with no hardware. A and D are private cloud advantages that require buying hardware.,https://learn.microsoft.com/en-us/training/modules/describe-cloud-compute/5-define-cloud-models
session-01-quiz,11,single,no,1.1.5,"In traditional IT budgeting, which term describes up-front spending on physical infrastructure such as servers and datacenter space?",A. Operational expenditure (OpEx) | B. Capital expenditure (CapEx) | C. Consumption-based spending | D. Total cost of ownership,B,"CapEx is up-front spending on physical infrastructure; OpEx is ongoing spending on services, which is how cloud consumption is classified.",https://learn.microsoft.com/en-us/training/modules/describe-cloud-compute/6-describe-consumption-based-model
session-01-quiz,12,single,no,1.1.5,Which statement about the consumption-based model is correct?,A. You pay a fixed monthly fee regardless of usage | B. You buy capacity a year in advance to guarantee availability | C. You pay for the resources you use and can release them when demand drops | D. You pay only for storage; compute is included,C,"The consumption-based model means paying for what you use and releasing resources when demand drops, with no up-front hardware cost. A and B describe the capacity-planning problem the model removes.",https://learn.microsoft.com/en-us/training/modules/describe-cloud-compute/6-describe-consumption-based-model
session-02-quiz,1,single,no,1.1.6,A workload runs continuously and predictably for the next three years on a specific virtual machine size. Which pricing approach is most likely to reduce its cost?,A. Pay-as-you-go | B. A reservation | C. Azure Spot Virtual Machines | D. The Azure free account,B,"Reservations commit to specific resources for a one- or three-year term to reduce cost, which suits steady, predictable workloads. Spot is for interruptible work; pay-as-you-go costs more for steady use.",https://learn.microsoft.com/en-us/training/modules/describe-cost-management-azure/2-describe-factors-affect-costs-azure
session-02-quiz,2,single,no,1.1.6,"A data-processing job can be interrupted and restarted without harm, and the team wants the lowest possible compute price. Which option fits?",A. A reservation | B. Azure savings plan for compute | C. Azure Spot Virtual Machines | D. Pay-as-you-go,C,"Spot Virtual Machines use unused capacity at lower prices, and workloads can be evicted when Azure needs the capacity back — acceptable only for interruption-tolerant jobs such as batch processing.",https://learn.microsoft.com/en-us/training/modules/describe-cost-management-azure/2-describe-factors-affect-costs-azure
session-02-quiz,3,single,no,1.1.6,Which statement describes Azure savings plan for compute?,A. You commit to a specific VM size and region for one or three years | B. You commit to an hourly spend on eligible compute services for one or three years | C. You pay nothing until you exceed a monthly threshold | D. You bid on unused capacity and may be evicted,B,"A savings plan commits to an hourly spend on eligible compute for one or three years and applies the best available price automatically, trading resource specificity for flexibility. A describes a reservation; D describes spot.",https://learn.microsoft.com/en-us/training/modules/describe-cost-management-azure/2-describe-factors-affect-costs-azure
session-02-quiz,4,single,no,1.1.7,Which statement about serverless computing is correct?,"A. There are no servers involved anywhere in the architecture | B. You must keep at least one instance running to receive events | C. An event triggers your code, and resources are allocated only around the run | D. Serverless is a fourth cloud deployment model alongside public, private, and hybrid",C,"Serverless means the platform allocates resources when an event triggers the code and deallocates when it finishes, so nothing needs to stay provisioned between events. Servers still exist — you just don't manage them.",https://learn.microsoft.com/en-us/training/modules/describe-azure-compute-networking-services/6-functions
session-02-quiz,5,single,no,1.2.1,Which pair correctly matches the scaling type to its action?,A. Vertical scaling adds more virtual machines; horizontal scaling adds CPU and RAM | B. Vertical scaling adds CPU and RAM to a resource; horizontal scaling adds or removes resources | C. Both add resources; only the billing differs | D. Vertical scaling happens automatically; horizontal scaling is always manual,B,"Vertical scaling changes a resource's capability (CPU, RAM); horizontal scaling changes the number of resources. Both can be automatic or manual.",https://learn.microsoft.com/en-us/training/modules/describe-benefits-use-cloud-services/2-high-availability-scalability-cloud
session-02-quiz,6,single,no,1.2.2,Which best describes reliability as a cloud benefit?,A. Predicting next quarter's cloud spend accurately | B. The ability of a system to recover from failures and continue to function | C. Guaranteeing identical performance in every region | D. Encrypting data at rest and in transit,B,"Reliability is recovery from failure and continued function, supported by the cloud's decentralized, multi-region design. A is cost predictability.",https://learn.microsoft.com/en-us/training/modules/describe-benefits-use-cloud-services/3-reliability-predictability-cloud
session-02-quiz,7,single,no,1.2.2,A team uses autoscaling and load balancing so response times stay steady as traffic changes. Which benefit does this primarily demonstrate?,A. Cost predictability | B. Performance predictability | C. Manageability in the cloud | D. Governance,B,Autoscaling and load balancing are the named mechanisms behind performance predictability. Cost predictability is about forecasting spend.,https://learn.microsoft.com/en-us/training/modules/describe-benefits-use-cloud-services/3-reliability-predictability-cloud
session-02-quiz,8,multi-select,no,1.2.3,Which of these are examples of governance and compliance benefits in the cloud? (Select all that apply.),A. Deploying from templates so resources meet your technical standards | B. Cloud-based auditing that flags resources out of compliance with your baseline | C. Automatic replication of all data to every region by default | D. Updating resources at scale when standards change,"A, B, D","Templates, cloud-based auditing, and updating at scale are the governance benefits described. C is false — replication to other regions is a configuration choice, not a default.",https://learn.microsoft.com/en-us/training/modules/describe-benefits-use-cloud-services/4-security-governance-cloud
session-02-quiz,9,single,no,1.2.4,Which group of capabilities describes *management of the cloud* rather than *management in the cloud*?,"A. Azure portal, Azure CLI, Azure PowerShell, REST APIs | B. Autoscaling resources, deploying from templates, automatically replacing failing resources, metric-based alerts | C. Purchasing subscriptions, assigning licenses, paying invoices | D. Writing application code, running unit tests, publishing releases",B,"Management *of* the cloud is managing the resources themselves: autoscaling, template deployment, automatic replacement, alerting. A is management *in* the cloud — the interfaces you use.",https://learn.microsoft.com/en-us/training/modules/describe-benefits-use-cloud-services/5-manageability-cloud
session-02-quiz,10,matching,no,1.3.1 1.3.2 1.3.3 1.3.4,"(Match each scenario to the cloud service type that fits best: IaaS, PaaS, or SaaS. Each type is used at least once.)","i. A team lifts and shifts existing servers to the cloud and needs full control of the operating system | ii. Developers want a managed platform with built-in scalability so they can focus on application code, without handling OS licensing or patching | iii. A finance department subscribes to a ready-to-use expense-tracking application | iv. A team needs to rapidly create and tear down test environments that replicate an established server configuration | v. An analytics team wants business intelligence tooling delivered as a service so they can mine their own data","i–IaaS, ii–PaaS, iii–SaaS, iv–IaaS, v–PaaS","Lift-and-shift and rapid test-environment replication are the two named IaaS scenarios. Development frameworks and analytics or business intelligence tooling are the two named PaaS scenarios. A ready-to-use finance application is SaaS. Score one point per correct pair, then round.",https://learn.microsoft.com/en-us/training/modules/describe-cloud-service-types/2-describe-infrastructure-service
session-02-quiz,11,single,yes,1.1.2,"A company subscribes to a cloud-based expense-tracking application. Who is responsible for patching the application, and who is responsible for managing user accounts?",A. The provider patches the application; the customer manages user accounts | B. The customer patches the application; the provider manages user accounts | C. The provider does both | D. The customer does both,A,"In SaaS the provider manages nearly the whole stack including application maintenance, while the customer keeps data, identity and access, and device posture.",https://learn.microsoft.com/en-us/training/modules/describe-cloud-service-types/4-describe-software-service
session-02-quiz,12,single,yes,1.1.5,Which outcome is a direct consequence of the consumption-based model?,A. You must forecast capacity a year ahead to avoid penalties | B. You avoid paying for capacity that sits idle | C. Compute costs are fixed but storage costs vary | D. Scaling down requires a support request,B,Not paying for idle capacity is a stated benefit of the consumption model; you add resources when demand rises and release them when it falls.,https://learn.microsoft.com/en-us/training/modules/describe-cloud-compute/6-describe-consumption-based-model
session-03-quiz,1,matching,no,2.1.1 2.1.2 2.1.3,"(Match each description to the correct term: datacenter, region, availability zone, region pair, sovereign region.)","i. A physical facility of racked servers with dedicated power, cooling, and networking, which you do not interact with directly | ii. A geographical area containing at least one, and potentially several, nearby datacenters connected by a low-latency network | iii. Physically separate datacenters within one region, each with independent power, cooling, and networking | iv. Two regions in the same geography, at least 300 miles apart, used for replication and staged platform updates | v. An instance of Azure isolated from the main instance of Azure for legal or compliance reasons","i–datacenter, ii–region, iii–availability zone, iv–region pair, v–sovereign region","These five terms are the vocabulary learners most often blur together. Note that customers deploy to regions and zones, not to individual datacenters. Score one point per pair, then round.",https://learn.microsoft.com/en-us/training/modules/describe-core-architectural-components-of-azure/5-describe-azure-physical-infrastructure
session-03-quiz,2,single,no,2.1.2,Which statement about availability zones is correct?,"A. Every Azure region supports availability zones | B. An availability zone is a logical grouping of subscriptions | C. Availability-zone-enabled regions contain a minimum of three separate zones with independent power, cooling, and networking | D. Availability zones are always in different geographies",C,"Availability-zone-enabled regions have a minimum of three separate zones, each with independent power, cooling, and networking. A is false — not all regions support zones.",https://learn.microsoft.com/en-us/training/modules/describe-core-architectural-components-of-azure/5-describe-azure-physical-infrastructure
session-03-quiz,3,single,no,2.1.1,Your organization must keep replicated data within the same geography for compliance and wants protection against an event that affects an entire region. Which Azure capability addresses this?,A. Availability zones | B. Region pairs | C. Sovereign regions | D. Resource groups,B,"Region pairs replicate across a geography, at least 300 miles apart, and keep data in the same geography for residency and compliance purposes (Brazil South being the noted exception). Availability zones protect within a single region, not against a whole-region event.",https://learn.microsoft.com/en-us/training/modules/describe-core-architectural-components-of-azure/5-describe-azure-physical-infrastructure
session-03-quiz,4,single,no,2.1.1,A US government agency requires an instance of Azure that is physically and logically network-isolated from the main instance of Azure. What is this called?,A. A private cloud | B. A sovereign region | C. An availability zone | D. A dedicated host,B,"Sovereign regions are isolated instances of Azure for compliance or legal purposes, such as the US Gov regions operated by screened US personnel.",https://learn.microsoft.com/en-us/training/modules/describe-core-architectural-components-of-azure/5-describe-azure-physical-infrastructure
session-03-quiz,5,multi-select,no,2.1.4,Which statements about resource groups are correct? (Select all that apply.),A. A resource can belong to more than one resource group at a time | B. Every resource must belong to exactly one resource group | C. Resource groups can be nested inside other resource groups | D. Deleting a resource group deletes the resources inside it | E. Access granted on a resource group applies to the resources it contains,"B, D, E","A resource belongs to exactly one resource group; resource groups can't be nested; actions on the group — deletion, access grants — apply to everything inside.",https://learn.microsoft.com/en-us/training/modules/describe-core-architectural-components-of-azure/6-describe-azure-management-infrastructure
session-03-quiz,6,single,no,2.1.5,"In Azure, a subscription acts as which two kinds of boundary?",A. A network boundary and a security boundary | B. A billing boundary and an access control boundary | C. A region boundary and a compliance boundary | D. A tenant boundary and a licensing boundary,B,Subscriptions are a billing boundary (separate invoices and reports) and an access control boundary (access policies applied at subscription level).,https://learn.microsoft.com/en-us/training/modules/describe-core-architectural-components-of-azure/6-describe-azure-management-infrastructure
session-03-quiz,7,single,no,2.1.6,An organization has 14 subscriptions across three teams and wants to apply one policy and one role assignment that affect all of them without repeating the work per subscription. What should it use?,A. A resource group containing the subscriptions | B. Tags applied to each subscription | C. A management group containing the subscriptions | D. A separate Microsoft Entra tenant per team,C,Management groups sit above subscriptions; one policy assignment or one role assignment on the group applies to every subscription beneath it. Resource groups cannot contain subscriptions.,https://learn.microsoft.com/en-us/training/modules/describe-core-architectural-components-of-azure/6-describe-azure-management-infrastructure
session-03-quiz,8,ordering,no,2.1.7,(Put these Azure scopes in order from broadest to narrowest.),A. Resource | B. Management group | C. Resource group | D. Subscription,"B, D, C, A","Management group, then subscription, then resource group, then resource. Score all-or-nothing.",https://learn.microsoft.com/en-us/training/modules/describe-core-architectural-components-of-azure/6-describe-azure-management-infrastructure
session-03-quiz,9,single,no,2.1.7,A policy is assigned at the management group level restricting resource deployment to specific regions. What happens to the subscriptions inside that management group?,"A. Nothing until the policy is assigned again on each subscription | B. They inherit the policy automatically, and resource or subscription owners cannot override it | C. They inherit the policy but any owner can opt out | D. Only new subscriptions inherit it; existing ones are unaffected",B,"Governance conditions applied to a management group are inherited by all subscriptions beneath it, and the resource or subscription owner can't override the assignment. Exceptions are handled deliberately through Azure Policy, not by owner opt-out.",https://learn.microsoft.com/en-us/training/modules/describe-core-architectural-components-of-azure/6-describe-azure-management-infrastructure
session-03-quiz,10,single,yes,1.1.3,A hospital keeps patient records on infrastructure dedicated to itself and runs its public appointment-booking website on a third-party provider's shared infrastructure. Which cloud model does the combination describe?,A. Public cloud | B. Private cloud | C. Hybrid cloud | D. Multicloud,C,Private infrastructure for sensitive records plus public cloud for the public-facing site is an interconnected hybrid environment. Multicloud would require two or more public providers.,https://learn.microsoft.com/en-us/training/modules/describe-cloud-compute/5-define-cloud-models
session-03-quiz,11,single,yes,1.2.1,An application's virtual machines are struggling under load. The team adds four more identical virtual machines behind a load balancer. Which scaling approach is this?,A. Vertical scaling | B. Horizontal scaling | C. Scaling up | D. Manual failover,B,"Adding instances is horizontal scaling (scaling out). Vertical scaling, also called scaling up, would add CPU or RAM to existing machines.",https://learn.microsoft.com/en-us/training/modules/describe-benefits-use-cloud-services/2-high-availability-scalability-cloud
session-03-quiz,12,single,yes,1.3.4,"A team must run software that requires a specific operating system version, custom kernel settings, and its own installed agents. Which cloud service type fits, and why?","A. SaaS, because it requires the least technical expertise | B. PaaS, because the provider handles the operating system | C. IaaS, because it gives control over the operating system and installed software | D. Any of the three; the requirement does not affect the choice",C,"IaaS is the only type that gives the customer control of the operating system and installed software, which is exactly what custom kernel settings and agents require.",https://learn.microsoft.com/en-us/training/modules/describe-cloud-service-types/2-describe-infrastructure-service
session-04-quiz,1,single,no,2.2.1,"A team needs to run multiple instances of a lightweight application on a single host, starting and stopping instances quickly, without managing a separate operating system for each instance. Which compute option fits best?",A. Virtual machines | B. Containers | C. Azure Virtual Desktop | D. Availability sets,B,"Containers are lightweight, share the host operating system, and are designed to be created, scaled out, and stopped dynamically. VMs each carry their own OS to manage.",https://learn.microsoft.com/en-us/training/modules/describe-azure-compute-networking-services/5-containers
session-04-quiz,2,single,no,2.2.1,Which statement correctly distinguishes Azure Container Instances from Azure Kubernetes Service?,"A. Container Instances orchestrates the lifecycle of a fleet of containers; AKS runs a single container | B. Container Instances is the fastest, simplest way to run a container in Azure; AKS is a container orchestration service for managing fleets | C. Container Instances runs only Windows containers; AKS runs only Linux containers | D. Container Instances is IaaS; AKS is SaaS",B,"Container Instances is the fastest and simplest way to run a container without managing VMs; AKS is the orchestration service that manages container lifecycle at fleet scale. Container Apps sits between them, adding built-in load balancing and scaling.",https://learn.microsoft.com/en-us/training/modules/describe-azure-compute-networking-services/5-containers
session-04-quiz,3,single,no,2.2.2,"A retailer wants identical, load-balanced virtual machines that increase in number automatically during traffic spikes and decrease afterward. Which option should they use?",A. An availability set | B. A virtual machine scale set | C. Azure Virtual Desktop | D. A single larger virtual machine,B,"Scale sets create and manage groups of identical, load-balanced VMs and scale out or in on demand or schedule. Availability sets improve resiliency but do not scale instance counts.",https://learn.microsoft.com/en-us/training/modules/describe-azure-compute-networking-services/2-virtual-machines
session-04-quiz,4,single,no,2.2.2,What do update domains and fault domains belong to?,A. Availability zones | B. Region pairs | C. Availability sets | D. Virtual network subnets,C,Availability sets group VMs by update domain (rebooted together during planned maintenance) and fault domain (shared power or network failure point).,https://learn.microsoft.com/en-us/training/modules/describe-azure-compute-networking-services/2-virtual-machines
